X,Y,Z,Activity,,,
0.976,0.05,-0.13,8,,,
0.959,0.048,-0.152,8,,,
0.989,-0.005,-0.182,8,,,
0.989,-0.005,-0.182,8,,,
0.966,0.01,-0.185,8,,,
0.99,0.034,-0.115,8,,,
0.99,0.034,-0.115,8,,,
0.99,0.034,-0.115,8,,,
0.952,0.049,-0.171,8,,,
0.952,0.049,-0.171,8,,,
0.947,0.025,-0.143,8,,,
0.985,0.023,-0.212,8,,,
0.985,0.023,-0.212,8,,,
0.985,0.023,-0.212,8,,,
1.006,0.034,-0.167,8,,,
1.001,0.058,-0.179,8,,,
0.981,0.079,-0.166,8,,,
0.98,-0.013,-0.239,8,,,
0.98,-0.013,-0.239,8,,,
1.025,0.021,-0.229,8,,,
0.946,-0.03,-0.166,8,,,
0.946,-0.03,-0.166,8,,,
0.965,-0.039,-0.188,8,,,
0.982,0.079,-0.192,8,,,
0.982,0.079,-0.192,8,,,
0.99,0.066,-0.182,8,,,
0.943,0.022,-0.168,8,,,
0.943,0.022,-0.168,8,,,
0.943,0.022,-0.168,8,,,
0.981,0.068,-0.168,8,,,
0.966,0.067,-0.163,8,,,
0.966,0.067,-0.163,8,,,
0.992,0.015,-0.187,8,,,
0.992,0.015,-0.187,8,,,
0.98,0.028,-0.181,8,,,
0.989,0.006,-0.189,8,,,
0.989,0.006,-0.189,8,,,
0.989,0.006,-0.189,8,,,
0.958,0.037,-0.146,8,,,
0.958,0.037,-0.146,8,,,
0.975,0.036,-0.139,8,,,
0.956,0.022,-0.209,8,,,
0.956,0.022,-0.209,8,,,
0.956,0.022,-0.209,8,,,
0.988,0.01,-0.187,8,,,
0.988,0.01,-0.187,8,,,
0.998,0.024,-0.236,8,,,
0.951,0.001,-0.182,8,,,
0.951,0.001,-0.182,8,,,
0.951,0.001,-0.182,8,,,
0.962,0.01,-0.208,8,,,
0.955,0.027,-0.22,8,,,
0.951,0.043,-0.23,8,,,
0.975,-0.003,-0.184,8,,,
0.975,-0.003,-0.184,8,,,
0.979,-0.018,-0.214,8,,,
0.961,-0.029,-0.214,8,,,
0.955,-0.039,-0.196,8,,,
0.955,-0.039,-0.196,8,,,
0.998,-0.042,-0.248,8,,,
0.998,-0.042,-0.248,8,,,
0.999,-0.007,-0.255,8,,,
0.953,-0.069,-0.231,8,,,
0.953,-0.069,-0.231,8,,,
0.953,-0.069,-0.231,8,,,
0.978,-0.084,-0.193,8,,,
0.982,-0.065,-0.191,8,,,
0.978,-0.054,-0.201,8,,,
0.964,-0.072,-0.204,8,,,
0.964,-0.072,-0.204,8,,,
0.964,-0.072,-0.204,8,,,
0.942,-0.096,-0.203,8,,,
0.942,-0.096,-0.203,8,,,
0.963,-0.091,-0.21,8,,,
0.957,-0.104,-0.188,8,,,
0.957,-0.104,-0.188,8,,,
0.951,-0.135,-0.185,8,,,
0.959,-0.096,-0.222,8,,,
0.959,-0.096,-0.222,8,,,
0.967,-0.066,-0.22,8,,,
0.996,-0.084,-0.257,8,,,
0.996,-0.084,-0.257,8,,,
0.977,-0.043,-0.236,8,,,
0.93,-0.151,-0.19,8,,,
0.953,-0.171,-0.224,8,,,
0.953,-0.171,-0.224,8,,,
0.987,-0.013,-0.182,8,,,
0.987,-0.013,-0.182,8,,,
0.987,-0.013,-0.182,8,,,
0.928,-0.141,-0.184,8,,,
0.928,-0.141,-0.184,8,,,
0.928,-0.141,-0.184,8,,,
0.992,-0.016,-0.179,8,,,
1,0.003,-0.171,8,,,
0.988,0.004,-0.167,8,,,
0.953,-0.142,-0.223,8,,,
0.975,-0.04,-0.205,8,,,
0.969,-0.058,-0.214,8,,,
0.958,-0.075,-0.219,8,,,
0.971,-0.108,-0.202,8,,,
0.971,-0.108,-0.202,8,,,
0.976,-0.114,-0.199,8,,,
0.952,-0.06,-0.186,8,,,
0.961,-0.063,-0.213,8,,,
0.961,-0.063,-0.213,8,,,
0.949,-0.095,-0.206,8,,,
0.957,-0.079,-0.202,8,,,
0.957,-0.079,-0.202,8,,,
0.957,-0.079,-0.202,8,,,
0.975,-0.08,-0.25,8,,,
0.975,-0.08,-0.25,8,,,
0.97,-0.044,-0.246,8,,,
0.963,-0.12,-0.22,8,,,
0.963,-0.12,-0.22,8,,,
0.963,-0.12,-0.22,8,,,
0.933,-0.083,-0.226,8,,,
0.933,-0.083,-0.226,8,,,
0.926,-0.099,-0.225,8,,,
0.994,-0.02,-0.194,8,,,
0.994,-0.02,-0.194,8,,,
0.977,-0.023,-0.201,8,,,
0.946,-0.159,-0.229,8,,,
0.946,-0.159,-0.229,8,,,
0.964,-0.162,-0.215,8,,,
0.978,-0.035,-0.193,8,,,
0.978,-0.035,-0.193,8,,,
0.978,-0.035,-0.193,8,,,
0.976,-0.04,-0.219,8,,,
0.976,-0.04,-0.219,8,,,
0.982,-0.035,-0.169,8,,,
0.919,-0.136,-0.211,8,,,
0.934,-0.133,-0.225,8,,,
0.953,-0.113,-0.224,8,,,
0.998,0.023,-0.232,8,,,
0.998,0.023,-0.232,8,,,
1,0.065,-0.222,8,,,
0.942,-0.15,-0.224,8,,,
0.942,-0.15,-0.224,8,,,
0.946,-0.124,-0.221,8,,,
0.974,-0.088,-0.201,8,,,
0.974,-0.088,-0.201,8,,,
0.974,-0.088,-0.201,8,,,
0.961,-0.066,-0.198,8,,,
0.958,-0.079,-0.21,8,,,
0.958,-0.079,-0.21,8,,,
0.966,-0.049,-0.192,8,,,
0.966,-0.049,-0.192,8,,,
0.96,-0.048,-0.195,8,,,
0.96,-0.048,-0.195,8,,,
0.965,-0.042,-0.204,8,,,
0.961,-0.082,-0.189,8,,,
0.961,-0.082,-0.189,8,,,
0.949,-0.095,-0.181,8,,,
0.982,-0.04,-0.21,8,,,
0.986,-0.023,-0.209,8,,,
0.98,-0.012,-0.211,8,,,
0.96,-0.124,-0.204,8,,,
0.96,-0.124,-0.204,8,,,
0.966,-0.121,-0.193,8,,,
0.976,-0.057,-0.218,8,,,
0.976,-0.057,-0.218,8,,,
0.98,-0.048,-0.247,8,,,
0.956,-0.051,-0.181,8,,,
0.956,-0.051,-0.181,8,,,
0.951,-0.1,-0.179,8,,,
0.983,-0.055,-0.223,8,,,
0.983,-0.055,-0.223,8,,,
0.988,-0.023,-0.212,8,,,
0.972,-0.068,-0.217,8,,,
0.972,-0.068,-0.217,8,,,
0.966,-0.068,-0.208,8,,,
0.961,-0.083,-0.201,8,,,
0.961,-0.083,-0.201,8,,,
0.965,-0.08,-0.2,8,,,
0.963,-0.029,-0.201,8,,,
0.963,-0.029,-0.201,8,,,
0.959,-0.033,-0.196,8,,,
0.969,-0.088,-0.206,8,,,
0.969,-0.088,-0.206,8,,,
0.969,-0.088,-0.206,8,,,
0.997,-0.015,-0.227,8,,,
0.997,-0.015,-0.227,8,,,
0.991,-0.007,-0.229,8,,,
0.933,-0.109,-0.186,8,,,
0.933,-0.109,-0.186,8,,,
0.933,-0.124,-0.182,8,,,
0.978,-0.012,-0.21,8,,,
0.978,-0.012,-0.21,8,,,
0.978,-0.012,-0.21,8,,,
0.961,-0.07,-0.214,8,,,
0.962,-0.038,-0.213,8,,,
0.962,-0.038,-0.213,8,,,
0.968,-0.04,-0.213,8,,,
0.971,-0.046,-0.218,8,,,
0.974,-0.046,-0.227,8,,,
0.971,-0.042,-0.229,8,,,
0.972,-0.047,-0.202,8,,,
0.972,-0.047,-0.202,8,,,
0.963,-0.062,-0.205,8,,,
0.969,-0.049,-0.205,8,,,
0.969,-0.049,-0.205,8,,,
0.969,-0.049,-0.205,8,,,
0.966,-0.062,-0.209,8,,,
0.966,-0.062,-0.209,8,,,
0.964,-0.066,-0.221,8,,,
0.975,-0.026,-0.196,8,,,
0.975,-0.026,-0.196,8,,,
0.975,-0.026,-0.196,8,,,
0.96,-0.064,-0.216,8,,,
0.958,-0.057,-0.208,8,,,
0.958,-0.054,-0.197,8,,,
0.969,-0.044,-0.194,8,,,
0.969,-0.044,-0.194,8,,,
0.963,-0.05,-0.192,8,,,
0.962,-0.041,-0.205,8,,,
0.962,-0.041,-0.205,8,,,
0.965,-0.033,-0.198,8,,,
0.965,-0.063,-0.203,8,,,
0.966,-0.066,-0.203,8,,,
0.971,-0.045,-0.185,8,,,
0.972,-0.049,-0.187,8,,,
0.97,-0.056,-0.188,8,,,
0.955,-0.063,-0.202,8,,,
0.955,-0.063,-0.202,8,,,
0.961,-0.062,-0.195,8,,,
0.967,-0.034,-0.182,8,,,
0.966,-0.052,-0.183,8,,,
0.974,-0.037,-0.18,8,,,
0.978,-0.032,-0.182,8,,,
0.958,-0.044,-0.186,8,,,
0.958,-0.044,-0.186,8,,,
0.958,-0.044,-0.186,8,,,
0.959,-0.075,-0.197,8,,,
0.959,-0.075,-0.197,8,,,
0.963,-0.063,-0.193,8,,,
0.975,-0.044,-0.187,8,,,
0.975,-0.044,-0.187,8,,,
0.97,-0.053,-0.182,8,,,
0.968,-0.069,-0.187,8,,,
0.968,-0.069,-0.187,8,,,
0.97,-0.061,-0.188,8,,,
0.959,-0.058,-0.181,8,,,
0.959,-0.058,-0.181,8,,,
0.958,-0.074,-0.189,8,,,
0.977,-0.045,-0.187,8,,,
0.975,-0.027,-0.179,8,,,
0.972,-0.021,-0.18,8,,,
0.965,-0.082,-0.205,8,,,
0.965,-0.082,-0.205,8,,,
0.97,-0.067,-0.205,8,,,
0.966,-0.061,-0.188,8,,,
0.966,-0.061,-0.188,8,,,
0.963,-0.078,-0.19,8,,,
0.971,-0.028,-0.188,8,,,
0.974,-0.021,-0.18,8,,,
0.974,-0.021,-0.18,8,,,
0.964,-0.059,-0.204,8,,,
0.964,-0.059,-0.204,8,,,
0.963,-0.055,-0.193,8,,,
0.972,-0.04,-0.194,8,,,
0.972,-0.04,-0.194,8,,,
0.966,-0.053,-0.199,8,,,
0.967,-0.057,-0.2,8,,,
0.967,-0.057,-0.2,8,,,
0.967,-0.057,-0.2,8,,,
0.964,-0.052,-0.19,8,,,
0.964,-0.052,-0.19,8,,,
0.964,-0.052,-0.19,8,,,
0.969,-0.04,-0.194,8,,,
0.969,-0.04,-0.194,8,,,
0.973,-0.036,-0.197,8,,,
0.965,-0.059,-0.199,8,,,
0.964,-0.053,-0.197,8,,,
0.964,-0.053,-0.197,8,,,
0.971,-0.06,-0.199,8,,,
0.971,-0.06,-0.199,8,,,
0.973,-0.049,-0.199,8,,,
0.959,-0.046,-0.19,8,,,
0.958,-0.067,-0.185,8,,,
0.958,-0.067,-0.185,8,,,
0.971,-0.01,-0.202,8,,,
0.971,-0.01,-0.202,8,,,
0.966,0.003,-0.195,8,,,
0.965,-0.082,-0.212,8,,,
0.965,-0.082,-0.212,8,,,
0.963,-0.077,-0.206,8,,,
0.973,-0.034,-0.197,8,,,
0.973,-0.034,-0.197,8,,,
0.965,-0.047,-0.193,8,,,
0.969,-0.046,-0.196,8,,,
0.969,-0.046,-0.196,8,,,
0.974,-0.036,-0.192,8,,,
0.966,-0.049,-0.213,8,,,
0.963,-0.048,-0.204,8,,,
0.966,-0.046,-0.195,8,,,
0.969,-0.058,-0.197,8,,,
0.967,-0.058,-0.198,8,,,
0.967,-0.058,-0.198,8,,,
0.97,-0.054,-0.196,8,,,
0.97,-0.047,-0.186,8,,,
0.97,-0.047,-0.186,8,,,
0.968,-0.047,-0.184,8,,,
0.973,-0.042,-0.196,8,,,
0.973,-0.042,-0.196,8,,,
0.97,-0.036,-0.188,8,,,
0.964,-0.059,-0.188,8,,,
0.962,-0.057,-0.196,8,,,
0.962,-0.057,-0.196,8,,,
0.973,-0.047,-0.188,8,,,
0.974,-0.048,-0.19,8,,,
0.97,-0.043,-0.194,8,,,
0.965,-0.05,-0.188,8,,,
0.965,-0.059,-0.186,8,,,
0.967,-0.064,-0.19,8,,,
0.969,-0.03,-0.185,8,,,
0.969,-0.03,-0.185,8,,,
0.969,-0.03,-0.185,8,,,
0.964,-0.064,-0.195,8,,,
0.964,-0.064,-0.195,8,,,
0.964,-0.059,-0.188,8,,,
0.973,-0.042,-0.194,8,,,
0.971,-0.041,-0.196,8,,,
0.97,-0.043,-0.189,8,,,
0.964,-0.054,-0.199,8,,,
0.967,-0.048,-0.194,8,,,
0.972,-0.045,-0.189,8,,,
0.964,-0.063,-0.193,8,,,
0.964,-0.063,-0.193,8,,,
0.964,-0.065,-0.196,8,,,
0.97,-0.033,-0.208,8,,,
0.97,-0.033,-0.208,8,,,
0.965,-0.03,-0.196,8,,,
0.97,-0.047,-0.187,8,,,
0.97,-0.047,-0.187,8,,,
0.962,-0.05,-0.182,8,,,
0.97,-0.029,-0.196,8,,,
0.958,-0.065,-0.192,8,,,
0.958,-0.065,-0.192,8,,,
0.958,-0.065,-0.192,8,,,
0.968,-0.022,-0.192,8,,,
0.973,-0.024,-0.188,8,,,
0.973,-0.024,-0.188,8,,,
0.965,-0.056,-0.207,8,,,
0.965,-0.056,-0.207,8,,,
0.964,-0.051,-0.205,8,,,
0.967,-0.042,-0.195,8,,,
0.967,-0.047,-0.203,8,,,
0.967,-0.047,-0.203,8,,,
0.965,-0.04,-0.203,8,,,
0.964,-0.048,-0.193,8,,,
0.964,-0.048,-0.193,8,,,
0.966,-0.05,-0.191,8,,,
0.967,-0.044,-0.202,8,,,
0.967,-0.044,-0.202,8,,,
0.965,-0.041,-0.2,8,,,
0.969,-0.044,-0.187,8,,,
0.969,-0.052,-0.187,8,,,
0.964,-0.058,-0.184,8,,,
0.965,-0.038,-0.209,8,,,
0.965,-0.038,-0.209,8,,,
0.965,-0.038,-0.209,8,,,
0.967,-0.042,-0.191,8,,,
0.967,-0.042,-0.191,8,,,
0.965,-0.049,-0.188,8,,,
0.967,-0.045,-0.197,8,,,
0.972,-0.04,-0.193,8,,,
0.971,-0.042,-0.189,8,,,
0.965,-0.052,-0.191,8,,,
0.965,-0.052,-0.191,8,,,
0.965,-0.052,-0.191,8,,,
0.967,-0.035,-0.193,8,,,
0.967,-0.035,-0.193,8,,,
0.969,-0.042,-0.194,8,,,
0.966,-0.036,-0.2,8,,,
0.967,-0.056,-0.197,8,,,
0.967,-0.056,-0.197,8,,,
0.965,-0.055,-0.202,8,,,
0.965,-0.031,-0.195,8,,,
0.965,-0.031,-0.195,8,,,
0.966,-0.033,-0.184,8,,,
0.967,-0.043,-0.205,8,,,
0.967,-0.043,-0.205,8,,,
0.967,-0.033,-0.198,8,,,
0.972,-0.055,-0.194,8,,,
0.972,-0.055,-0.194,8,,,
0.966,-0.051,-0.194,8,,,
0.964,-0.049,-0.203,8,,,
0.964,-0.049,-0.203,8,,,
0.967,-0.049,-0.21,8,,,
0.966,-0.039,-0.183,8,,,
0.966,-0.039,-0.183,8,,,
0.966,-0.039,-0.183,8,,,
0.964,-0.032,-0.2,8,,,
0.964,-0.032,-0.2,8,,,
0.964,-0.028,-0.195,8,,,
0.966,-0.049,-0.203,8,,,
0.964,-0.044,-0.201,8,,,
0.968,-0.039,-0.196,8,,,
0.967,-0.061,-0.202,8,,,
0.967,-0.061,-0.202,8,,,
0.967,-0.061,-0.202,8,,,
0.961,-0.025,-0.194,8,,,
0.961,-0.025,-0.194,8,,,
0.96,-0.032,-0.188,8,,,
0.96,-0.05,-0.199,8,,,
0.96,-0.047,-0.203,8,,,
0.961,-0.042,-0.203,8,,,
0.974,-0.037,-0.2,8,,,
0.974,-0.037,-0.2,8,,,
0.972,-0.039,-0.201,8,,,
0.966,-0.049,-0.195,8,,,
0.966,-0.049,-0.195,8,,,
0.966,-0.047,-0.195,8,,,
0.963,-0.042,-0.203,8,,,
0.963,-0.042,-0.203,8,,,
0.962,-0.047,-0.204,8,,,
0.968,-0.026,-0.2,8,,,
0.966,-0.029,-0.196,8,,,
0.966,-0.029,-0.196,8,,,
0.966,-0.062,-0.209,8,,,
0.97,-0.051,-0.209,8,,,
0.97,-0.051,-0.209,8,,,
0.967,-0.048,-0.208,8,,,
0.967,-0.048,-0.208,8,,,
0.969,-0.05,-0.202,8,,,
0.965,-0.03,-0.202,8,,,
0.965,-0.03,-0.202,8,,,
0.965,-0.034,-0.201,8,,,
0.967,-0.045,-0.215,8,,,
0.967,-0.045,-0.215,8,,,
0.971,-0.043,-0.208,8,,,
0.969,-0.03,-0.197,8,,,
0.969,-0.03,-0.197,8,,,
0.964,-0.032,-0.208,8,,,
0.966,-0.064,-0.206,8,,,
0.963,-0.067,-0.207,8,,,
0.963,-0.067,-0.207,8,,,
0.967,-0.042,-0.205,8,,,
0.967,-0.042,-0.205,8,,,
0.967,-0.029,-0.203,8,,,
0.96,-0.07,-0.226,8,,,
0.96,-0.07,-0.226,8,,,
0.96,-0.07,-0.226,8,,,
0.973,-0.043,-0.163,8,,,
0.969,-0.059,-0.192,8,,,
0.956,-0.066,-0.206,8,,,
0.958,-0.003,-0.205,8,,,
0.959,-0.011,-0.211,8,,,
0.959,-0.011,-0.211,8,,,
1.009,-0.013,-0.25,8,,,
1.009,-0.013,-0.25,8,,,
1.003,0.009,-0.249,8,,,
0.939,-0.172,-0.202,8,,,
0.939,-0.172,-0.202,8,,,
0.939,-0.172,-0.202,8,,,
0.969,0.04,-0.167,8,,,
0.969,0.04,-0.167,8,,,
0.945,-0.009,-0.165,8,,,
0.974,-0.078,-0.158,8,,,
0.974,-0.078,-0.158,8,,,
0.997,-0.077,-0.2,8,,,
0.957,-0.031,-0.206,8,,,
0.957,-0.031,-0.206,8,,,
0.954,-0.09,-0.172,8,,,
1.006,-0.011,-0.207,8,,,
1.006,-0.011,-0.207,8,,,
0.959,0.003,-0.194,8,,,
0.939,-0.194,-0.268,8,,,
0.939,-0.194,-0.268,8,,,
0.964,-0.134,-0.23,8,,,
0.98,0.021,-0.202,8,,,
0.94,-0.088,-0.211,8,,,
1.001,-0.046,-0.24,8,,,
1.001,-0.046,-0.24,8,,,
0.99,-0.012,-0.223,8,,,
0.934,-0.198,-0.234,8,,,
0.934,-0.198,-0.234,8,,,
0.941,-0.172,-0.236,8,,,
0.987,-0.014,-0.253,8,,,
0.987,-0.014,-0.253,8,,,
0.982,-0.031,-0.207,8,,,
0.938,-0.198,-0.266,8,,,
0.981,-0.073,-0.258,8,,,
0.981,-0.073,-0.258,8,,,
0.951,-0.086,-0.25,8,,,
0.969,-0.222,-0.27,8,,,
0.969,-0.222,-0.27,8,,,
0.94,-0.182,-0.245,8,,,
0.948,-0.188,-0.247,8,,,
0.948,-0.188,-0.247,8,,,
0.977,-0.164,-0.272,8,,,
0.948,-0.125,-0.249,8,,,
0.948,-0.125,-0.249,8,,,
0.948,-0.125,-0.249,8,,,
0.969,-0.207,-0.26,8,,,
0.969,-0.207,-0.26,8,,,
0.969,-0.207,-0.26,8,,,
0.965,-0.253,-0.312,8,,,
0.971,-0.273,-0.292,8,,,
0.971,-0.273,-0.292,8,,,
0.893,-0.13,-0.146,8,,,
0.893,-0.13,-0.146,8,,,
0.87,-0.245,-0.149,8,,,
0.949,-0.185,-0.237,8,,,
0.949,-0.185,-0.237,8,,,
0.933,-0.133,-0.22,8,,,
0.948,-0.267,-0.171,8,,,
0.957,-0.288,-0.202,8,,,
0.942,-0.279,-0.191,8,,,
0.975,-0.162,-0.211,8,,,
0.975,-0.162,-0.211,8,,,
0.975,-0.162,-0.211,8,,,
0.933,-0.267,-0.175,8,,,
0.933,-0.267,-0.175,8,,,
0.943,-0.286,-0.181,8,,,
0.959,-0.142,-0.183,8,,,
0.921,-0.151,-0.145,8,,,
0.869,-0.204,-0.128,8,,,
1.001,-0.229,-0.225,8,,,
1.001,-0.229,-0.225,8,,,
0.995,-0.181,-0.226,8,,,
0.909,-0.369,-0.198,8,,,
0.909,-0.369,-0.198,8,,,
0.939,-0.351,-0.202,8,,,
0.941,-0.216,-0.191,8,,,
0.941,-0.216,-0.191,8,,,
0.943,-0.219,-0.19,8,,,
0.907,-0.317,-0.193,8,,,
0.907,-0.317,-0.193,8,,,
0.902,-0.351,-0.171,8,,,
0.974,-0.213,-0.188,8,,,
0.974,-0.213,-0.188,8,,,
0.958,-0.183,-0.178,8,,,
0.984,-0.437,-0.234,8,,,
0.984,-0.437,-0.234,8,,,
0.995,-0.378,-0.222,8,,,
1.031,-0.28,-0.24,8,,,
0.795,-0.738,-0.131,8,,,
0.833,-0.864,-0.027,8,,,
0.797,-0.378,-0.001,8,,,
0.797,-0.378,-0.001,8,,,
0.797,-0.378,-0.001,8,,,
0.558,-0.036,-0.211,8,,,
0.558,-0.036,-0.211,8,,,
0.523,0.005,-0.197,8,,,
0.656,0.105,-0.26,8,,,
0.677,0.093,-0.353,8,,,
0.677,0.093,-0.353,8,,,
0.831,-1.201,0.045,8,,,
0.831,-1.201,0.045,8,,,
0.831,-1.201,0.045,8,,,
0.968,-0.021,0.054,8,,,
0.968,-0.021,0.054,8,,,
0.92,0.001,0.038,8,,,
0.885,-0.497,-0.305,8,,,
0.892,-0.226,-0.049,8,,,
0.892,-0.226,-0.049,8,,,
0.81,-0.334,-0.157,8,,,
0.974,-0.468,-0.202,8,,,
0.974,-0.468,-0.202,8,,,
0.994,-0.41,-0.185,8,,,
0.879,-0.3,-0.114,8,,,
0.879,-0.3,-0.114,8,,,
0.879,-0.3,-0.114,8,,,
0.92,-0.392,-0.18,8,,,
0.89,-0.35,-0.161,8,,,
0.89,-0.35,-0.161,8,,,
0.95,-0.349,-0.128,8,,,
0.95,-0.349,-0.128,8,,,
0.968,-0.338,-0.15,8,,,
0.848,-0.41,-0.114,8,,,
0.882,-0.44,-0.156,8,,,
0.882,-0.44,-0.156,8,,,
0.928,-0.347,-0.087,8,,,
0.928,-0.347,-0.087,8,,,
0.887,-0.375,-0.11,8,,,
0.915,-0.44,-0.19,8,,,
0.915,-0.44,-0.19,8,,,
0.886,-0.418,-0.182,8,,,
0.928,-0.32,-0.136,8,,,
0.949,-0.321,-0.108,8,,,
0.949,-0.321,-0.108,8,,,
0.859,-0.421,-0.146,8,,,
0.859,-0.421,-0.146,8,,,
0.859,-0.421,-0.146,8,,,
0.915,-0.301,-0.17,8,,,
0.915,-0.301,-0.17,8,,,
0.914,-0.286,-0.142,8,,,
0.918,-0.426,-0.189,8,,,
0.918,-0.426,-0.189,8,,,
0.928,-0.378,-0.181,8,,,
0.89,-0.43,-0.152,8,,,
0.89,-0.43,-0.152,8,,,
0.89,-0.43,-0.152,8,,,
0.929,-0.284,-0.129,8,,,
0.929,-0.268,-0.101,8,,,
0.917,-0.286,-0.107,8,,,
0.87,-0.487,-0.184,8,,,
0.906,-0.298,-0.112,8,,,
0.906,-0.298,-0.112,8,,,
0.927,-0.289,-0.105,8,,,
0.877,-0.432,-0.187,8,,,
0.877,-0.432,-0.187,8,,,
0.865,-0.422,-0.176,8,,,
0.931,-0.39,-0.107,8,,,
0.931,-0.39,-0.107,8,,,
0.929,-0.432,-0.142,8,,,
0.893,-0.348,-0.168,8,,,
0.893,-0.348,-0.168,8,,,
0.897,-0.315,-0.152,8,,,
0.903,-0.391,-0.133,8,,,
0.889,-0.357,-0.127,8,,,
0.889,-0.357,-0.127,8,,,
0.896,-0.375,-0.134,8,,,
0.911,-0.36,-0.144,8,,,
0.911,-0.36,-0.144,8,,,
0.92,-0.36,-0.15,8,,,
0.917,-0.319,-0.152,8,,,
0.917,-0.319,-0.152,8,,,
0.911,-0.317,-0.132,8,,,
0.884,-0.396,-0.16,8,,,
0.907,-0.365,-0.151,8,,,
0.927,-0.34,-0.133,8,,,
0.908,-0.377,-0.179,8,,,
0.908,-0.377,-0.179,8,,,
0.891,-0.419,-0.169,8,,,
0.938,-0.298,-0.132,8,,,
0.938,-0.298,-0.132,8,,,
0.938,-0.298,-0.132,8,,,
0.876,-0.375,-0.153,8,,,
0.876,-0.41,-0.159,8,,,
0.876,-0.41,-0.159,8,,,
0.908,-0.406,-0.145,8,,,
0.908,-0.386,-0.137,8,,,
0.909,-0.36,-0.141,8,,,
0.896,-0.384,-0.131,8,,,
0.898,-0.39,-0.137,8,,,
0.898,-0.39,-0.137,8,,,
0.899,-0.356,-0.135,8,,,
0.899,-0.356,-0.135,8,,,
0.888,-0.372,-0.126,8,,,
0.913,-0.389,-0.158,8,,,
0.916,-0.383,-0.153,8,,,
0.914,-0.371,-0.148,8,,,
0.9,-0.4,-0.158,8,,,
0.9,-0.4,-0.158,8,,,
0.931,-0.403,-0.179,8,,,
0.888,-0.344,-0.14,8,,,
0.888,-0.344,-0.14,8,,,
0.893,-0.372,-0.135,8,,,
0.939,-0.364,-0.191,8,,,
0.873,-0.421,-0.15,8,,,
0.873,-0.421,-0.15,8,,,
0.873,-0.421,-0.15,8,,,
0.906,-0.269,-0.124,8,,,
0.906,-0.269,-0.124,8,,,
0.91,-0.258,-0.135,8,,,
0.938,-0.441,-0.151,8,,,
0.938,-0.441,-0.151,8,,,
0.941,-0.464,-0.115,8,,,
0.905,-0.355,-0.13,8,,,
0.905,-0.355,-0.13,8,,,
0.901,-0.372,-0.141,8,,,
0.918,-0.294,-0.14,8,,,
0.918,-0.294,-0.14,8,,,
0.918,-0.294,-0.14,8,,,
0.906,-0.374,-0.13,8,,,
0.906,-0.374,-0.13,8,,,
0.907,-0.358,-0.132,8,,,
0.915,-0.357,-0.132,8,,,
0.918,-0.365,-0.127,8,,,
0.917,-0.375,-0.127,8,,,
0.927,-0.362,-0.123,8,,,
0.927,-0.362,-0.123,8,,,
0.927,-0.362,-0.123,8,,,
0.905,-0.333,-0.129,8,,,
0.905,-0.333,-0.129,8,,,
0.901,-0.345,-0.135,8,,,
0.912,-0.344,-0.132,8,,,
0.912,-0.344,-0.132,8,,,
0.894,-0.382,-0.14,8,,,
0.923,-0.369,-0.148,8,,,
0.923,-0.369,-0.148,8,,,
0.939,-0.327,-0.135,8,,,
0.944,-0.264,-0.104,8,,,
0.944,-0.264,-0.104,8,,,
0.945,-0.292,-0.116,8,,,
0.926,-0.297,-0.133,8,,,
0.926,-0.297,-0.133,8,,,
0.925,-0.288,-0.119,8,,,
0.908,-0.407,-0.141,8,,,
0.908,-0.407,-0.141,8,,,
0.894,-0.426,-0.151,8,,,
0.949,-0.225,-0.139,8,,,
0.954,-0.223,-0.112,8,,,
0.93,-0.259,-0.122,8,,,
0.915,-0.41,-0.158,8,,,
0.932,-0.383,-0.141,8,,,
0.945,-0.348,-0.126,8,,,
0.915,-0.264,-0.142,8,,,
0.915,-0.264,-0.142,8,,,
0.909,-0.296,-0.142,8,,,
0.924,-0.386,-0.165,8,,,
0.933,-0.349,-0.167,8,,,
0.939,-0.291,-0.149,8,,,
0.909,-0.356,-0.127,8,,,
0.909,-0.356,-0.127,8,,,
0.918,-0.394,-0.142,8,,,
0.939,-0.224,-0.148,8,,,
0.939,-0.224,-0.148,8,,,
0.924,-0.262,-0.144,8,,,
0.895,-0.422,-0.172,8,,,
0.895,-0.422,-0.172,8,,,
0.928,-0.396,-0.16,8,,,
0.89,-0.289,-0.158,8,,,
0.924,-0.283,-0.174,8,,,
0.93,-0.235,-0.138,8,,,
0.928,-0.233,-0.119,8,,,
0.908,-0.393,-0.204,8,,,
0.907,-0.376,-0.202,8,,,
0.927,-0.264,-0.146,8,,,
0.927,-0.264,-0.146,8,,,
0.927,-0.264,-0.146,8,,,
0.91,-0.43,-0.172,8,,,
0.91,-0.43,-0.172,8,,,
0.912,-0.393,-0.186,8,,,
0.905,-0.315,-0.129,8,,,
0.905,-0.315,-0.129,8,,,
0.894,-0.376,-0.137,8,,,
0.922,-0.274,-0.143,8,,,
0.922,-0.274,-0.143,8,,,
0.932,-0.282,-0.118,8,,,
0.884,-0.355,-0.184,8,,,
0.888,-0.357,-0.185,8,,,
0.901,-0.357,-0.166,8,,,
0.905,-0.328,-0.177,8,,,
0.905,-0.328,-0.177,8,,,
0.924,-0.29,-0.169,8,,,
0.905,-0.363,-0.162,8,,,
