X,Y,Z,Activity,,,
0.842,-0.478,0.122,1,,,
0.842,-0.478,0.122,1,,,
0.844,-0.495,0.122,1,,,
0.844,-0.498,0.121,1,,,
0.844,-0.498,0.121,1,,,
0.844,-0.49,0.115,1,,,
0.846,-0.485,0.119,1,,,
0.846,-0.484,0.122,1,,,
0.841,-0.491,0.12,1,,,
0.84,-0.493,0.115,1,,,
0.84,-0.493,0.111,1,,,
0.839,-0.487,0.114,1,,,
0.839,-0.487,0.114,1,,,
0.839,-0.487,0.114,1,,,
0.841,-0.494,0.11,1,,,
0.841,-0.494,0.11,1,,,
0.837,-0.497,0.109,1,,,
0.844,-0.5,0.115,1,,,
0.845,-0.497,0.114,1,,,
0.847,-0.494,0.114,1,,,
0.833,-0.489,0.107,1,,,
0.833,-0.489,0.107,1,,,
0.832,-0.49,0.104,1,,,
0.842,-0.485,0.11,1,,,
0.842,-0.485,0.11,1,,,
0.845,-0.498,0.119,1,,,
0.845,-0.498,0.119,1,,,
0.848,-0.498,0.124,1,,,
0.825,-0.5,0.099,1,,,
0.825,-0.5,0.099,1,,,
0.823,-0.501,0.1,1,,,
0.842,-0.489,0.11,1,,,
0.843,-0.484,0.113,1,,,
0.844,-0.481,0.114,1,,,
0.837,-0.493,0.111,1,,,
0.837,-0.493,0.111,1,,,
0.837,-0.498,0.114,1,,,
0.841,-0.503,0.108,1,,,
0.837,-0.5,0.104,1,,,
0.835,-0.495,0.102,1,,,
0.843,-0.481,0.111,1,,,
0.843,-0.481,0.111,1,,,
0.848,-0.479,0.115,1,,,
0.834,-0.498,0.098,1,,,
0.834,-0.498,0.098,1,,,
0.832,-0.501,0.096,1,,,
0.845,-0.497,0.115,1,,,
0.848,-0.492,0.118,1,,,
0.851,-0.482,0.133,1,,,
0.84,-0.485,0.089,1,,,
0.84,-0.485,0.089,1,,,
0.808,-0.501,0.082,1,,,
0.802,-0.549,0.066,1,,,
0.819,-0.531,0.072,1,,,
0.819,-0.531,0.072,1,,,
0.852,-0.458,0.128,1,,,
0.852,-0.458,0.128,1,,,
0.829,-0.449,0.114,1,,,
0.851,-0.467,0.104,1,,,
0.851,-0.467,0.104,1,,,
0.853,-0.478,0.102,1,,,
0.861,-0.503,0.103,1,,,
0.861,-0.503,0.103,1,,,
0.861,-0.501,0.099,1,,,
0.834,-0.489,0.119,1,,,
0.834,-0.504,0.09,1,,,
0.834,-0.504,0.09,1,,,
0.841,-0.504,0.092,1,,,
0.835,-0.494,0.108,1,,,
0.835,-0.494,0.108,1,,,
0.834,-0.493,0.104,1,,,
0.841,-0.499,0.109,1,,,
0.841,-0.499,0.109,1,,,
0.842,-0.501,0.105,1,,,
0.843,-0.498,0.092,1,,,
0.843,-0.498,0.092,1,,,
0.845,-0.499,0.091,1,,,
0.845,-0.5,0.093,1,,,
0.845,-0.5,0.093,1,,,
0.846,-0.499,0.096,1,,,
0.833,-0.493,0.095,1,,,
0.833,-0.493,0.095,1,,,
0.833,-0.494,0.095,1,,,
0.843,-0.499,0.095,1,,,
0.843,-0.499,0.095,1,,,
0.845,-0.501,0.098,1,,,
0.838,-0.498,0.1,1,,,
0.838,-0.498,0.1,1,,,
0.839,-0.498,0.099,1,,,
0.838,-0.501,0.089,1,,,
0.838,-0.501,0.089,1,,,
0.839,-0.501,0.089,1,,,
0.845,-0.495,0.095,1,,,
0.845,-0.495,0.095,1,,,
0.847,-0.496,0.098,1,,,
0.832,-0.49,0.1,1,,,
0.833,-0.491,0.101,1,,,
0.833,-0.491,0.101,1,,,
0.843,-0.5,0.095,1,,,
0.843,-0.5,0.095,1,,,
0.843,-0.5,0.095,1,,,
0.848,-0.484,0.104,1,,,
0.849,-0.482,0.104,1,,,
0.849,-0.482,0.104,1,,,
0.845,-0.483,0.106,1,,,
0.845,-0.483,0.106,1,,,
0.844,-0.485,0.106,1,,,
0.854,-0.485,0.105,1,,,
0.853,-0.483,0.106,1,,,
0.849,-0.483,0.108,1,,,
0.831,-0.501,0.097,1,,,
0.831,-0.501,0.097,1,,,
0.824,-0.502,0.095,1,,,
0.848,-0.482,0.104,1,,,
0.848,-0.482,0.104,1,,,
0.85,-0.482,0.105,1,,,
0.849,-0.474,0.112,1,,,
0.849,-0.474,0.112,1,,,
0.849,-0.474,0.112,1,,,
0.854,-0.477,0.122,1,,,
0.854,-0.477,0.122,1,,,
0.852,-0.48,0.124,1,,,
0.833,-0.476,0.106,1,,,
0.833,-0.476,0.106,1,,,
0.834,-0.479,0.105,1,,,
0.841,-0.498,0.104,1,,,
0.841,-0.498,0.104,1,,,
0.843,-0.498,0.105,1,,,
0.843,-0.486,0.114,1,,,
0.843,-0.486,0.114,1,,,
0.842,-0.487,0.114,1,,,
0.845,-0.487,0.113,1,,,
0.845,-0.487,0.113,1,,,
0.842,-0.482,0.11,1,,,
0.853,-0.478,0.112,1,,,
0.853,-0.478,0.112,1,,,
0.851,-0.478,0.113,1,,,
0.841,-0.486,0.111,1,,,
0.842,-0.488,0.112,1,,,
0.844,-0.491,0.113,1,,,
0.844,-0.488,0.108,1,,,
0.844,-0.488,0.108,1,,,
0.844,-0.489,0.107,1,,,
0.846,-0.479,0.11,1,,,
0.846,-0.479,0.11,1,,,
0.845,-0.479,0.109,1,,,
0.841,-0.485,0.1,1,,,
0.841,-0.485,0.1,1,,,
0.844,-0.484,0.102,1,,,
0.844,-0.478,0.11,1,,,
0.844,-0.478,0.11,1,,,
0.842,-0.482,0.112,1,,,
0.843,-0.499,0.116,1,,,
0.843,-0.499,0.116,1,,,
0.843,-0.5,0.115,1,,,
0.841,-0.494,0.11,1,,,
0.837,-0.488,0.103,1,,,
0.837,-0.488,0.103,1,,,
0.838,-0.488,0.104,1,,,
0.847,-0.481,0.113,1,,,
0.846,-0.481,0.112,1,,,
0.846,-0.482,0.112,1,,,
0.845,-0.485,0.111,1,,,
0.846,-0.488,0.111,1,,,
0.844,-0.487,0.11,1,,,
0.844,-0.484,0.107,1,,,
0.844,-0.484,0.107,1,,,
0.846,-0.484,0.106,1,,,
0.845,-0.481,0.108,1,,,
0.845,-0.484,0.107,1,,,
0.847,-0.485,0.106,1,,,
0.846,-0.489,0.107,1,,,
0.846,-0.489,0.107,1,,,
0.846,-0.489,0.107,1,,,
0.839,-0.494,0.104,1,,,
0.841,-0.492,0.105,1,,,
0.841,-0.489,0.106,1,,,
0.843,-0.483,0.108,1,,,
0.843,-0.483,0.108,1,,,
0.845,-0.483,0.109,1,,,
0.844,-0.485,0.111,1,,,
0.844,-0.485,0.111,1,,,
0.842,-0.487,0.11,1,,,
0.842,-0.492,0.111,1,,,
0.842,-0.493,0.112,1,,,
0.842,-0.494,0.112,1,,,
0.841,-0.491,0.106,1,,,
0.841,-0.491,0.106,1,,,
0.844,-0.484,0.111,1,,,
0.844,-0.484,0.111,1,,,
0.844,-0.484,0.111,1,,,
0.846,-0.486,0.108,1,,,
0.85,-0.487,0.11,1,,,
0.848,-0.484,0.109,1,,,
0.84,-0.486,0.11,1,,,
0.841,-0.488,0.109,1,,,
0.841,-0.488,0.109,1,,,
0.843,-0.487,0.107,1,,,
0.843,-0.487,0.107,1,,,
0.842,-0.488,0.106,1,,,
0.849,-0.483,0.11,1,,,
0.849,-0.483,0.11,1,,,
0.849,-0.482,0.109,1,,,
0.84,-0.491,0.107,1,,,
0.84,-0.491,0.107,1,,,
0.841,-0.493,0.106,1,,,
0.842,-0.489,0.107,1,,,
0.842,-0.489,0.107,1,,,
0.841,-0.487,0.107,1,,,
0.844,-0.482,0.109,1,,,
0.844,-0.482,0.109,1,,,
0.843,-0.481,0.11,1,,,
0.845,-0.488,0.111,1,,,
0.845,-0.488,0.111,1,,,
0.843,-0.49,0.111,1,,,
0.841,-0.495,0.113,1,,,
0.841,-0.495,0.113,1,,,
0.839,-0.496,0.111,1,,,
0.841,-0.494,0.104,1,,,
0.841,-0.494,0.104,1,,,
0.841,-0.492,0.104,1,,,
0.842,-0.484,0.108,1,,,
0.843,-0.484,0.109,1,,,
0.844,-0.485,0.112,1,,,
0.843,-0.489,0.11,1,,,
0.843,-0.489,0.11,1,,,
0.843,-0.489,0.11,1,,,
0.841,-0.487,0.107,1,,,
0.841,-0.487,0.107,1,,,
0.84,-0.487,0.108,1,,,
0.847,-0.482,0.108,1,,,
0.847,-0.482,0.108,1,,,
0.848,-0.482,0.108,1,,,
0.845,-0.491,0.108,1,,,
0.845,-0.491,0.108,1,,,
0.845,-0.493,0.107,1,,,
0.842,-0.487,0.109,1,,,
0.842,-0.487,0.109,1,,,
0.842,-0.488,0.109,1,,,
0.844,-0.485,0.107,1,,,
0.844,-0.485,0.107,1,,,
0.843,-0.484,0.107,1,,,
0.844,-0.481,0.109,1,,,
0.844,-0.481,0.109,1,,,
0.842,-0.482,0.11,1,,,
0.842,-0.487,0.112,1,,,
0.843,-0.489,0.112,1,,,
0.843,-0.489,0.112,1,,,
0.841,-0.492,0.109,1,,,
0.841,-0.492,0.109,1,,,
0.839,-0.492,0.109,1,,,
0.839,-0.49,0.105,1,,,
0.839,-0.49,0.105,1,,,
0.841,-0.488,0.105,1,,,
0.843,-0.486,0.11,1,,,
0.843,-0.486,0.11,1,,,
0.843,-0.486,0.11,1,,,
0.843,-0.489,0.109,1,,,
0.843,-0.489,0.109,1,,,
0.841,-0.489,0.108,1,,,
0.848,-0.486,0.107,1,,,
0.848,-0.486,0.107,1,,,
0.846,-0.484,0.108,1,,,
0.845,-0.484,0.106,1,,,
0.845,-0.484,0.106,1,,,
0.847,-0.484,0.107,1,,,
0.846,-0.485,0.108,1,,,
0.846,-0.485,0.108,1,,,
0.846,-0.485,0.108,1,,,
0.845,-0.482,0.106,1,,,
0.845,-0.482,0.106,1,,,
0.847,-0.483,0.108,1,,,
0.846,-0.486,0.104,1,,,
0.846,-0.486,0.104,1,,,
0.846,-0.486,0.104,1,,,
0.842,-0.483,0.105,1,,,
0.846,-0.483,0.111,1,,,
0.84,-0.492,0.108,1,,,
0.841,-0.492,0.107,1,,,
0.841,-0.492,0.107,1,,,
0.837,-0.489,0.106,1,,,
0.837,-0.489,0.106,1,,,
0.835,-0.486,0.106,1,,,
0.847,-0.494,0.107,1,,,
0.847,-0.494,0.107,1,,,
0.847,-0.494,0.107,1,,,
0.84,-0.489,0.108,1,,,
0.84,-0.489,0.108,1,,,
0.841,-0.489,0.109,1,,,
0.85,-0.489,0.107,1,,,
0.85,-0.489,0.107,1,,,
0.849,-0.487,0.105,1,,,
0.836,-0.488,0.108,1,,,
0.836,-0.488,0.108,1,,,
0.836,-0.489,0.106,1,,,
0.846,-0.49,0.109,1,,,
0.846,-0.49,0.109,1,,,
0.845,-0.49,0.109,1,,,
0.843,-0.489,0.107,1,,,
0.843,-0.489,0.107,1,,,
0.846,-0.489,0.106,1,,,
0.842,-0.488,0.105,1,,,
0.842,-0.488,0.105,1,,,
0.843,-0.49,0.106,1,,,
0.843,-0.49,0.109,1,,,
0.843,-0.49,0.109,1,,,
0.842,-0.49,0.109,1,,,
0.841,-0.482,0.109,1,,,
0.841,-0.482,0.109,1,,,
0.84,-0.483,0.111,1,,,
0.841,-0.494,0.109,1,,,
0.841,-0.494,0.109,1,,,
0.843,-0.497,0.109,1,,,
0.841,-0.499,0.107,1,,,
0.841,-0.499,0.107,1,,,
0.84,-0.496,0.107,1,,,
0.841,-0.485,0.104,1,,,
0.841,-0.485,0.104,1,,,
0.841,-0.486,0.104,1,,,
0.842,-0.49,0.11,1,,,
0.842,-0.49,0.11,1,,,
0.843,-0.493,0.111,1,,,
0.84,-0.492,0.111,1,,,
0.84,-0.492,0.111,1,,,
0.841,-0.493,0.11,1,,,
0.851,-0.488,0.11,1,,,
0.851,-0.488,0.11,1,,,
0.85,-0.485,0.112,1,,,
0.839,-0.488,0.108,1,,,
0.839,-0.488,0.108,1,,,
0.842,-0.487,0.109,1,,,
0.849,-0.491,0.11,1,,,
0.849,-0.491,0.11,1,,,
0.853,-0.494,0.113,1,,,
0.85,-0.473,0.115,1,,,
0.849,-0.474,0.116,1,,,
0.845,-0.477,0.112,1,,,
0.831,-0.486,0.103,1,,,
0.834,-0.482,0.102,1,,,
0.834,-0.482,0.102,1,,,
0.852,-0.48,0.113,1,,,
0.852,-0.48,0.113,1,,,
0.849,-0.483,0.116,1,,,
0.834,-0.488,0.119,1,,,
0.834,-0.488,0.119,1,,,
0.834,-0.488,0.119,1,,,
0.846,-0.492,0.122,1,,,
0.846,-0.486,0.123,1,,,
0.847,-0.484,0.125,1,,,
0.842,-0.475,0.115,1,,,
0.842,-0.475,0.115,1,,,
0.842,-0.476,0.113,1,,,
0.842,-0.48,0.112,1,,,
0.842,-0.48,0.112,1,,,
0.841,-0.481,0.114,1,,,
0.841,-0.485,0.117,1,,,
0.841,-0.485,0.117,1,,,
0.842,-0.488,0.117,1,,,
0.847,-0.485,0.118,1,,,
0.847,-0.485,0.118,1,,,
0.846,-0.484,0.117,1,,,
0.844,-0.483,0.114,1,,,
0.844,-0.483,0.114,1,,,
0.845,-0.481,0.113,1,,,
0.84,-0.486,0.11,1,,,
0.84,-0.486,0.11,1,,,
0.838,-0.486,0.11,1,,,
0.847,-0.487,0.113,1,,,
0.849,-0.487,0.112,1,,,
0.846,-0.487,0.111,1,,,
0.845,-0.488,0.109,1,,,
0.845,-0.488,0.109,1,,,
0.848,-0.489,0.109,1,,,
0.844,-0.491,0.108,1,,,
0.841,-0.493,0.107,1,,,
0.839,-0.497,0.107,1,,,
0.845,-0.487,0.105,1,,,
0.844,-0.487,0.104,1,,,
0.842,-0.487,0.105,1,,,
0.839,-0.483,0.106,1,,,
0.839,-0.483,0.106,1,,,
0.839,-0.483,0.106,1,,,
0.844,-0.489,0.112,1,,,
0.842,-0.491,0.11,1,,,
0.841,-0.492,0.11,1,,,
0.84,-0.497,0.11,1,,,
0.84,-0.497,0.11,1,,,
0.84,-0.497,0.11,1,,,
0.841,-0.49,0.109,1,,,
0.842,-0.488,0.108,1,,,
0.842,-0.487,0.108,1,,,
0.841,-0.49,0.109,1,,,
0.841,-0.49,0.109,1,,,
0.841,-0.491,0.108,1,,,
0.844,-0.491,0.111,1,,,
0.844,-0.491,0.111,1,,,
0.844,-0.491,0.111,1,,,
0.844,-0.485,0.11,1,,,
0.844,-0.485,0.11,1,,,
0.844,-0.485,0.11,1,,,
0.841,-0.485,0.11,1,,,
0.841,-0.485,0.11,1,,,
0.84,-0.486,0.11,1,,,
0.847,-0.49,0.108,1,,,
0.847,-0.49,0.108,1,,,
0.847,-0.49,0.108,1,,,
0.839,-0.483,0.111,1,,,
0.839,-0.483,0.111,1,,,
0.842,-0.483,0.11,1,,,
0.842,-0.486,0.111,1,,,
0.845,-0.49,0.11,1,,,
0.845,-0.49,0.11,1,,,
0.843,-0.492,0.109,1,,,
0.84,-0.494,0.109,1,,,
0.839,-0.492,0.108,1,,,
0.839,-0.491,0.107,1,,,
0.842,-0.486,0.108,1,,,
0.842,-0.486,0.108,1,,,
0.843,-0.486,0.109,1,,,
0.843,-0.486,0.113,1,,,
0.843,-0.486,0.113,1,,,
0.842,-0.487,0.112,1,,,
0.841,-0.493,0.108,1,,,
0.841,-0.493,0.108,1,,,
0.841,-0.493,0.109,1,,,
0.839,-0.494,0.109,1,,,
0.839,-0.494,0.109,1,,,
0.839,-0.495,0.108,1,,,
0.841,-0.489,0.106,1,,,
0.841,-0.489,0.106,1,,,
0.84,-0.486,0.107,1,,,
0.841,-0.492,0.114,1,,,
0.841,-0.492,0.114,1,,,
0.842,-0.492,0.113,1,,,
0.845,-0.488,0.111,1,,,
0.844,-0.486,0.111,1,,,
0.845,-0.487,0.11,1,,,
0.844,-0.484,0.108,1,,,
0.844,-0.484,0.108,1,,,
0.844,-0.483,0.108,1,,,
0.844,-0.486,0.109,1,,,
0.844,-0.486,0.109,1,,,
1.157,0.407,0.394,2,,,
1.02,0.342,0.203,2,,,
1.02,0.342,0.203,2,,,
1.008,0.321,0.174,2,,,
0.98,0.29,0.107,2,,,
0.98,0.29,0.107,2,,,
0.98,0.29,0.107,2,,,
0.915,0.206,0.092,2,,,
0.915,0.206,0.092,2,,,
0.9,0.192,0.094,2,,,
0.902,0.118,0.105,2,,,
0.902,0.118,0.105,2,,,
0.897,0.125,0.105,2,,,
0.867,0.151,0.12,2,,,
0.867,0.151,0.12,2,,,
0.87,0.14,0.123,2,,,
0.869,0.057,0.161,2,,,
0.869,0.057,0.161,2,,,
0.875,0.034,0.161,2,,,
0.858,0.005,0.131,2,,,
0.858,0.005,0.131,2,,,
0.858,0.005,0.131,2,,,
0.857,-0.062,0.107,2,,,
0.857,-0.062,0.107,2,,,
0.849,-0.082,0.095,2,,,
0.87,-0.185,0.019,2,,,
0.87,-0.185,0.019,2,,,
0.872,-0.198,0.008,2,,,
0.929,-0.195,-0.039,2,,,
0.954,-0.177,-0.046,2,,,
0.975,-0.171,-0.047,2,,,
0.999,-0.181,-0.041,2,,,
0.999,-0.181,-0.041,2,,,
0.994,-0.188,-0.042,2,,,
0.997,-0.156,-0.022,2,,,
0.997,-0.156,-0.022,2,,,
1.007,-0.136,-0.027,2,,,
1.104,-0.108,-0.026,2,,,
1.104,-0.108,-0.026,2,,,
1.109,-0.121,-0.012,2,,,
1.225,-0.094,0.057,2,,,
1.24,-0.082,0.077,2,,,
1.232,-0.072,0.091,2,,,
1.089,-0.051,0.135,2,,,
1.065,-0.062,0.131,2,,,
1.051,-0.075,0.13,2,,,
1.116,-0.13,0.102,2,,,
1.116,-0.13,0.102,2,,,
1.102,-0.136,0.081,2,,,
1.056,-0.126,0.048,2,,,
1.056,-0.126,0.048,2,,,
1.078,-0.132,0.058,2,,,
0.949,-0.123,0.037,2,,,
0.949,-0.123,0.037,2,,,
0.9,-0.1,0.045,2,,,
0.884,-0.085,0.064,2,,,
0.866,-0.062,0.071,2,,,
0.828,-0.048,0.173,2,,,
0.843,-0.026,0.157,2,,,
0.847,-0.003,0.169,2,,,
0.822,-0.009,0.25,2,,,
0.822,-0.009,0.25,2,,,
0.819,-0.016,0.258,2,,,
0.792,-0.028,0.302,2,,,
0.792,-0.028,0.302,2,,,
0.78,-0.046,0.31,2,,,
0.812,-0.065,0.356,2,,,
0.81,-0.062,0.363,2,,,
0.818,-0.062,0.36,2,,,
0.83,-0.031,0.355,2,,,
0.83,-0.031,0.355,2,,,
0.821,-0.026,0.346,2,,,
0.802,-0.005,0.288,2,,,
0.802,-0.005,0.288,2,,,
0.844,-0.027,0.29,2,,,
0.802,0.025,0.283,2,,,
0.802,0.025,0.283,2,,,
0.789,0.01,0.276,2,,,
0.893,-0.062,0.191,2,,,
0.893,-0.062,0.191,2,,,
0.872,-0.062,0.183,2,,,
0.933,-0.122,0.27,2,,,
0.933,-0.122,0.27,2,,,
0.981,-0.128,0.305,2,,,
0.965,-0.128,0.328,2,,,
0.965,-0.128,0.328,2,,,
0.983,-0.126,0.302,2,,,
1.02,-0.141,0.279,2,,,
1.02,-0.141,0.279,2,,,
1.002,-0.162,0.292,2,,,
1.094,-0.143,0.32,2,,,
1.116,-0.132,0.32,2,,,
1.116,-0.132,0.32,2,,,
1.052,-0.1,0.435,2,,,
0.928,-0.178,0.156,2,,,
0.928,-0.178,0.156,2,,,
0.898,-0.158,0.129,2,,,
0.786,-0.182,-0.058,2,,,
0.838,-0.214,-0.113,2,,,
0.866,-0.228,-0.109,2,,,
0.866,-0.228,-0.109,2,,,
0.866,-0.206,-0.056,2,,,
0.866,-0.206,-0.056,2,,,
0.865,-0.224,-0.053,2,,,
0.958,-0.34,-0.006,2,,,
1.006,-0.331,0.007,2,,,
1.031,-0.31,0.03,2,,,
1.206,0.068,0.086,2,,,
1.206,0.068,0.086,2,,,
1.21,0.126,0.113,2,,,
1.222,0.228,0.19,2,,,
1.084,0.012,0.101,2,,,
1.084,0.012,0.101,2,,,
1.032,-0.099,0.039,2,,,
0.951,-0.292,-0.074,2,,,
0.936,-0.308,-0.089,2,,,
0.936,-0.308,-0.089,2,,,
0.891,-0.313,-0.109,2,,,
0.891,-0.313,-0.109,2,,,
0.888,-0.298,-0.103,2,,,
0.868,-0.26,-0.131,2,,,
0.868,-0.26,-0.131,2,,,
0.868,-0.26,-0.131,2,,,
0.895,-0.203,-0.135,2,,,
0.904,-0.21,-0.125,2,,,
0.915,-0.214,-0.11,2,,,
0.948,-0.243,-0.028,2,,,
0.948,-0.243,-0.028,2,,,
0.955,-0.249,-0.013,2,,,
1.005,-0.23,0.026,2,,,
1.005,-0.23,0.026,2,,,
1.009,-0.206,0.025,2,,,
1.001,-0.163,0.008,2,,,
1.001,-0.163,0.008,2,,,
0.996,-0.168,0.006,2,,,
0.964,-0.212,-0.021,2,,,
0.964,-0.212,-0.021,2,,,
0.964,-0.212,-0.021,2,,,
0.935,-0.255,-0.063,2,,,
0.933,-0.26,-0.066,2,,,
0.933,-0.26,-0.066,2,,,
0.927,-0.228,-0.128,2,,,
0.927,-0.228,-0.128,2,,,
0.931,-0.226,-0.131,2,,,
0.936,-0.27,-0.09,2,,,
0.936,-0.27,-0.09,2,,,
0.936,-0.27,-0.09,2,,,
0.951,-0.282,-0.061,2,,,
0.955,-0.281,-0.057,2,,,
0.961,-0.279,-0.052,2,,,
0.976,-0.266,-0.041,2,,,
0.98,-0.266,-0.043,2,,,
0.985,-0.266,-0.043,2,,,
0.984,-0.24,-0.054,2,,,
0.984,-0.24,-0.054,2,,,
0.98,-0.234,-0.059,2,,,
0.964,-0.215,-0.08,2,,,
0.964,-0.215,-0.08,2,,,
0.963,-0.216,-0.081,2,,,
0.947,-0.235,-0.092,2,,,
0.947,-0.235,-0.092,2,,,
0.947,-0.235,-0.092,2,,,
0.936,-0.263,-0.081,2,,,
0.935,-0.266,-0.08,2,,,
0.934,-0.27,-0.078,2,,,
0.933,-0.284,-0.066,2,,,
0.933,-0.284,-0.066,2,,,
0.93,-0.285,-0.064,2,,,
0.965,-0.279,-0.063,2,,,
0.965,-0.279,-0.063,2,,,
0.942,-0.277,-0.063,2,,,
0.954,-0.255,-0.064,2,,,
0.954,-0.255,-0.064,2,,,
0.951,-0.249,-0.064,2,,,
0.944,-0.249,-0.064,2,,,
0.944,-0.249,-0.064,2,,,
0.947,-0.25,-0.064,2,,,
0.949,-0.256,-0.066,2,,,
0.949,-0.256,-0.066,2,,,
0.95,-0.257,-0.067,2,,,
0.958,-0.267,-0.062,2,,,
0.936,-0.236,-0.053,2,,,
0.936,-0.236,-0.053,2,,,
0.935,-0.236,-0.055,2,,,
0.958,-0.253,-0.058,2,,,
0.958,-0.253,-0.058,2,,,
0.958,-0.254,-0.058,2,,,
0.942,-0.243,-0.056,2,,,
0.942,-0.243,-0.056,2,,,
0.941,-0.243,-0.055,2,,,
0.955,-0.24,-0.062,2,,,
0.955,-0.24,-0.062,2,,,
0.956,-0.238,-0.062,2,,,
0.944,-0.237,-0.058,2,,,
0.944,-0.237,-0.058,2,,,
0.943,-0.242,-0.057,2,,,
0.943,-0.252,-0.061,2,,,
0.943,-0.252,-0.061,2,,,
0.942,-0.255,-0.06,2,,,
0.95,-0.265,-0.06,2,,,
0.95,-0.265,-0.06,2,,,
0.95,-0.267,-0.057,2,,,
0.942,-0.256,-0.056,2,,,
0.942,-0.256,-0.056,2,,,
0.944,-0.257,-0.055,2,,,
0.947,-0.256,-0.058,2,,,
0.946,-0.255,-0.058,2,,,
0.947,-0.255,-0.058,2,,,
0.951,-0.259,-0.06,2,,,
0.951,-0.259,-0.06,2,,,
0.947,-0.257,-0.061,2,,,
0.942,-0.256,-0.061,2,,,
0.942,-0.256,-0.061,2,,,
0.944,-0.258,-0.061,2,,,
0.938,-0.264,-0.059,2,,,
0.938,-0.264,-0.059,2,,,
0.938,-0.264,-0.059,2,,,
0.943,-0.267,-0.058,2,,,
0.943,-0.267,-0.058,2,,,
0.945,-0.267,-0.059,2,,,
0.944,-0.26,-0.059,2,,,
0.944,-0.26,-0.059,2,,,
0.941,-0.258,-0.059,2,,,
0.942,-0.267,-0.063,2,,,
0.942,-0.267,-0.063,2,,,
0.942,-0.267,-0.063,2,,,
0.954,-0.255,-0.069,2,,,
0.954,-0.255,-0.069,2,,,
0.956,-0.255,-0.067,2,,,
0.967,-0.258,-0.067,2,,,
0.965,-0.259,-0.068,2,,,
0.965,-0.259,-0.068,2,,,
0.934,-0.265,-0.056,2,,,
0.93,-0.268,-0.055,2,,,
0.926,-0.271,-0.053,2,,,
0.925,-0.283,-0.056,2,,,
0.925,-0.283,-0.056,2,,,
0.936,-0.283,-0.057,2,,,
0.949,-0.268,-0.066,2,,,
0.949,-0.268,-0.066,2,,,
0.95,-0.265,-0.065,2,,,
0.951,-0.251,-0.057,2,,,
0.951,-0.251,-0.057,2,,,
0.95,-0.248,-0.057,2,,,
0.946,-0.242,-0.055,2,,,
0.952,-0.26,-0.061,2,,,
0.952,-0.26,-0.061,2,,,
0.952,-0.26,-0.061,2,,,
0.944,-0.265,-0.06,2,,,
0.944,-0.265,-0.06,2,,,
0.943,-0.27,-0.061,2,,,
0.941,-0.268,-0.058,2,,,
0.941,-0.268,-0.058,2,,,
0.944,-0.268,-0.058,2,,,
0.946,-0.255,-0.053,2,,,
0.946,-0.255,-0.053,2,,,
0.943,-0.258,-0.053,2,,,
0.948,-0.258,-0.056,2,,,
0.948,-0.258,-0.056,2,,,
0.949,-0.259,-0.057,2,,,
0.942,-0.267,-0.056,2,,,
0.942,-0.267,-0.056,2,,,
0.939,-0.264,-0.054,2,,,
0.95,-0.245,-0.058,2,,,
0.95,-0.245,-0.058,2,,,
0.951,-0.244,-0.059,2,,,
0.951,-0.256,-0.055,2,,,
0.951,-0.256,-0.055,2,,,
0.948,-0.259,-0.052,2,,,
0.935,-0.269,-0.049,2,,,
0.935,-0.271,-0.047,2,,,
0.936,-0.271,-0.048,2,,,
0.942,-0.263,-0.053,2,,,
0.944,-0.262,-0.052,2,,,
0.944,-0.262,-0.052,2,,,
0.945,-0.25,-0.054,2,,,
0.945,-0.25,-0.054,2,,,
0.942,-0.255,-0.052,2,,,
0.942,-0.26,-0.053,2,,,
0.942,-0.26,-0.053,2,,,
0.944,-0.26,-0.056,2,,,
0.946,-0.257,-0.054,2,,,
0.947,-0.255,-0.054,2,,,
0.947,-0.255,-0.054,2,,,
0.943,-0.251,-0.057,2,,,
0.943,-0.251,-0.057,2,,,
0.946,-0.249,-0.058,2,,,
0.944,-0.249,-0.057,2,,,
0.944,-0.249,-0.057,2,,,
0.944,-0.249,-0.057,2,,,
0.961,-0.26,-0.06,2,,,
0.941,-0.255,-0.053,2,,,
0.935,-0.256,-0.051,2,,,
0.931,-0.258,-0.051,2,,,
0.94,-0.302,-0.06,2,,,
0.944,-0.309,-0.063,2,,,
0.944,-0.309,-0.063,2,,,
0.927,-0.28,-0.056,2,,,
0.927,-0.28,-0.056,2,,,
0.927,-0.274,-0.055,2,,,
0.954,-0.27,-0.052,2,,,
0.942,-0.277,-0.052,2,,,
0.942,-0.277,-0.052,2,,,
0.942,-0.277,-0.052,2,,,
0.937,-0.29,-0.062,2,,,
0.937,-0.29,-0.062,2,,,
0.936,-0.288,-0.061,2,,,
0.943,-0.27,-0.067,2,,,
0.943,-0.27,-0.067,2,,,
0.944,-0.267,-0.064,2,,,
0.941,-0.258,-0.058,2,,,
0.941,-0.258,-0.058,2,,,
0.945,-0.262,-0.058,2,,,
0.948,-0.271,-0.06,2,,,
0.948,-0.271,-0.06,2,,,
0.946,-0.272,-0.058,2,,,
0.939,-0.273,-0.056,2,,,
0.941,-0.271,-0.056,2,,,
0.943,-0.271,-0.056,2,,,
0.947,-0.272,-0.055,2,,,
0.947,-0.272,-0.055,2,,,
0.946,-0.271,-0.054,2,,,
0.943,-0.261,-0.055,2,,,
0.943,-0.261,-0.055,2,,,
